,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
1980,Utah Jazz,40,96,41.7,12,32,37.5,24,25,96,17,38,55,24,4,3,15,20,116,17,0,993,3/11/2018
1981,New Orleans Pelicans,41,93,44.1,6,21,28.6,11,13,84.6,10,28,38,28,7,14,13,25,99,-17,1,993,3/11/2018
1982,Sacramento Kings,39,91,42.9,6,31,19.4,20,26,76.9,7,31,38,25,3,1,3,21,104,-26,0,994,3/11/2018
1983,Denver Nuggets,50,89,56.2,15,37,40.5,15,21,71.4,8,43,51,38,2,4,7,17,130,26,1,994,3/11/2018
1984,Houston Rockets,39,84,46.4,17,45,37.8,10,14,71.4,6,39,45,21,5,5,11,22,105,23,0,995,3/11/2018
1985,Dallas Mavericks,33,94,35.1,5,31,16.1,11,18,61.1,17,36,53,27,5,2,10,18,82,-23,1,995,3/11/2018
1986,Indiana Pacers,39,81,48.1,12,22,54.5,9,10,90,6,33,39,26,9,7,18,20,99,2,0,996,3/11/2018
1987,Boston Celtics,34,81,42,12,37,32.4,17,21,81,10,32,42,26,10,5,16,13,97,-2,1,996,3/11/2018
1988,Philadelphia 76ers,50,95,52.6,9,26,34.6,11,18,61.1,12,36,48,33,12,7,9,19,120,23,0,997,3/11/2018
1989,Brooklyn Nets,33,85,38.8,10,28,35.7,21,24,87.5,13,29,42,17,5,5,18,19,97,-23,1,997,3/11/2018
1990,Cleveland Cavaliers,41,88,46.6,12,31,38.7,19,23,82.6,7,30,37,22,4,5,12,18,113,-14,0,998,3/11/2018
1991,Los Angeles Lakers,48,96,50,13,34,38.2,18,20,90,14,37,51,30,9,4,13,19,127,14,1,998,3/11/2018
1992,San Antonio Spurs,33,81,40.7,11,28,39.3,16,23,69.6,7,29,36,20,5,2,13,17,93,-16,0,999,3/12/2018
1993,Houston Rockets,39,80,48.7,13,44,29.5,18,23,78.3,9,41,50,24,6,4,15,24,109,16,1,999,3/12/2018
1994,Milwaukee Bucks,47,81,58,12,25,48,15,22,68.2,11,36,47,33,6,5,18,22,121,18,0,1000,3/12/2018
1995,Memphis Grizzlies,42,89,47.2,9,27,33.3,10,19,52.6,10,21,31,27,6,5,9,23,103,-18,1,1000,3/12/2018
1996,Sacramento Kings,38,93,40.9,12,33,36.4,13,16,81.3,13,36,49,21,8,6,11,22,101,-5,0,1001,3/12/2018
1997,Oklahoma City Thunder,38,84,45.2,16,36,44.4,14,18,77.8,5,38,43,21,5,6,10,15,106,5,1,1001,3/12/2018
1998,Miami Heat,39,91,42.9,10,31,32.3,11,16,68.8,10,36,46,24,6,4,11,24,99,-16,0,1002,3/12/2018
1999,Portland Trail Blazers,38,83,45.8,14,36,38.9,25,30,83.3,9,41,50,23,5,6,12,15,115,16,1,1002,3/12/2018
2000,Indiana Pacers,38,95,40,5,24,20.8,20,25,80,14,31,45,20,13,2,9,23,101,3,0,1003,3/13/2018
2001,Philadelphia 76ers,35,75,46.7,10,30,33.3,18,22,81.8,7,41,48,24,3,7,21,25,98,-3,1,1003,3/13/2018
2002,Minnesota Timberwolves,46,87,52.9,7,21,33.3,17,19,89.5,11,26,37,23,10,7,10,21,116,5,0,1004,3/13/2018
2003,Washington Wizards,42,82,51.2,8,20,40,19,25,76,14,25,39,26,6,4,11,17,111,-5,1,1004,3/13/2018
2004,Oklahoma City Thunder,42,89,47.2,16,35,45.7,19,25,76,9,29,38,27,9,11,7,21,119,12,0,1005,3/13/2018
2005,Atlanta Hawks,37,87,42.5,13,31,41.9,20,24,83.3,13,34,47,26,5,5,15,25,107,-12,1,1005,3/13/2018
2006,Toronto Raptors,44,91,48.4,11,31,35.5,17,21,81,13,40,53,27,7,6,11,20,116,14,0,1006,3/13/2018
2007,Brooklyn Nets,35,86,40.7,15,36,41.7,17,19,89.5,9,29,38,21,9,6,11,19,102,-14,1,1006,3/13/2018
2008,Dallas Mavericks,40,89,44.9,14,35,40,16,18,88.9,12,28,40,22,11,1,12,15,110,13,0,1007,3/13/2018
2009,New York Knicks,40,82,48.8,8,25,32,9,12,75,10,34,44,19,9,1,19,18,97,-13,1,1007,3/13/2018
2010,LA Clippers,37,76,48.7,8,29,27.6,30,41,73.2,6,36,42,27,4,5,14,14,112,6,0,1008,3/13/2018
2011,Chicago Bulls,43,101,42.6,7,29,24.1,13,15,86.7,11,34,45,26,11,2,9,28,106,-6,1,1008,3/13/2018
2012,Charlotte Hornets,45,93,48.4,7,26,26.9,18,22,81.8,8,37,45,22,8,9,13,13,115,-4,0,1009,3/13/2018
2013,New Orleans Pelicans,52,104,50,9,22,40.9,6,8,75,14,36,50,33,10,7,12,16,119,4,1,1009,3/13/2018
2014,Orlando Magic,28,82,34.1,7,23,30.4,9,9,100,9,32,41,16,5,3,20,19,72,-36,0,1010,3/13/2018
2015,San Antonio Spurs,40,84,47.6,9,19,47.4,19,23,82.6,11,37,48,24,10,7,12,13,108,36,1,1010,3/13/2018
2016,Detroit Pistons,30,80,37.5,5,25,20,14,19,73.7,8,24,32,14,14,4,17,23,79,-31,0,1011,3/13/2018
2017,Utah Jazz,42,76,55.3,13,34,38.2,13,23,56.5,11,41,52,29,10,5,22,22,110,31,1,1011,3/13/2018
2018,Denver Nuggets,38,86,44.2,13,40,32.5,14,19,73.7,5,39,44,26,12,4,19,26,103,-9,0,1013,3/13/2018
2019,Los Angeles Lakers,40,90,44.4,15,40,37.5,17,25,68,12,40,52,20,6,3,15,23,112,9,1,1013,3/13/2018
2020,Milwaukee Bucks,49,98,50,10,24,41.7,9,12,75,9,28,37,28,12,5,11,20,117,-9,0,1014,3/14/2018
2021,Orlando Magic,44,87,50.6,18,34,52.9,20,23,87,9,33,42,31,10,4,17,16,126,9,1,1014,3/14/2018
2022,Washington Wizards,46,97,47.4,12,32,37.5,21,28,75,13,39,52,29,10,6,19,26,125,1,0,1015,3/14/2018
2023,Boston Celtics,48,99,48.5,12,26,46.2,16,23,69.6,10,34,44,30,9,5,17,22,124,-1,1,1015,3/14/2018
2024,Miami Heat,41,99,41.4,18,43,41.9,19,21,90.5,15,38,53,26,5,2,14,23,119,-4,0,1016,3/14/2018
2025,Sacramento Kings,48,94,51.1,8,24,33.3,19,25,76,8,35,43,23,6,7,11,21,123,4,1,1016,3/14/2018
2026,Los Angeles Lakers,38,84,45.2,12,38,31.6,18,28,64.3,7,28,35,24,11,8,14,19,106,-11,0,1017,3/14/2018
2027,Golden State Warriors,44,81,54.3,6,20,30,23,28,82.1,11,39,50,25,8,6,21,24,117,11,1,1017,3/14/2018
2028,Toronto Raptors,35,79,44.3,12,32,37.5,24,28,85.7,18,39,57,20,4,8,20,19,106,7,0,1018,3/15/2018
2029,Indiana Pacers,40,93,43,7,24,29.2,12,17,70.6,11,23,34,17,12,1,8,25,99,-7,1,1018,3/15/2018
2030,Charlotte Hornets,46,87,52.9,17,33,51.5,20,30,66.7,6,39,45,30,3,3,10,21,129,12,0,1019,3/15/2018
2031,Atlanta Hawks,42,90,46.7,16,36,44.4,17,26,65.4,6,40,46,30,5,2,11,27,117,-12,1,1019,3/15/2018
2032,Philadelphia 76ers,41,91,45.1,15,37,40.5,21,34,61.8,19,34,53,29,8,3,14,21,118,8,0,1020,3/15/2018
2033,New York Knicks,45,87,51.7,5,20,25,15,24,62.5,8,36,44,26,8,4,12,25,110,-8,1,1020,3/15/2018
2034,LA Clippers,44,97,45.4,4,18,22.2,4,8,50,11,34,45,16,3,4,9,21,96,-5,0,1021,3/15/2018
2035,Houston Rockets,35,90,38.9,12,41,29.3,19,23,82.6,16,34,50,20,4,9,11,13,101,5,1,1021,3/15/2018
2036,Chicago Bulls,35,80,43.8,15,41,36.6,26,33,78.8,8,34,42,23,10,2,13,23,111,1,0,1022,3/15/2018
2037,Memphis Grizzlies,38,87,43.7,13,35,37.1,21,25,84,11,36,47,27,7,4,14,22,110,-1,1,1022,3/15/2018
2038,New Orleans Pelicans,36,90,40,6,16,37.5,15,16,93.8,12,41,53,18,7,7,14,18,93,-5,0,1023,3/15/2018
2039,San Antonio Spurs,37,99,37.4,7,26,26.9,17,19,89.5,15,37,52,16,10,11,10,14,98,5,1,1023,3/15/2018
2040,Detroit Pistons,44,92,47.8,14,27,51.9,11,17,64.7,9,32,41,30,8,4,11,20,113,-7,0,1024,3/15/2018
2041,Denver Nuggets,43,85,50.6,12,28,42.9,22,28,78.6,10,35,45,26,7,8,15,15,120,7,1,1024,3/15/2018
2042,Phoenix Suns,32,83,38.6,7,16,43.8,17,24,70.8,9,42,51,14,4,4,22,25,88,-28,0,1025,3/15/2018
2043,Utah Jazz,42,97,43.3,12,36,33.3,20,32,62.5,14,39,53,29,12,8,7,20,116,28,1,1025,3/15/2018
2044,Cleveland Cavaliers,41,80,51.2,11,33,33.3,12,21,57.1,2,32,34,17,5,7,11,21,105,-8,0,1026,3/15/2018
2045,Portland Trail Blazers,43,96,44.8,12,35,34.3,15,19,78.9,13,37,50,26,4,3,7,15,113,8,1,1026,3/15/2018
2046,Boston Celtics,31,82,37.8,9,26,34.6,21,28,75,16,39,55,16,7,6,18,17,92,9,0,1027,3/16/2018
2047,Orlando Magic,34,87,39.1,5,28,17.9,10,11,90.9,7,33,40,14,12,7,15,23,83,-9,1,1027,3/16/2018
2048,Brooklyn Nets,40,89,44.9,15,30,50,21,27,77.8,11,36,47,25,4,5,12,22,116,-4,0,1028,3/16/2018
2049,Philadelphia 76ers,43,95,45.3,12,27,44.4,22,26,84.6,13,29,42,30,9,3,5,21,120,4,1,1028,3/16/2018
2050,Dallas Mavericks,48,91,52.7,6,22,27.3,13,18,72.2,6,30,36,25,7,5,10,27,115,-7,0,1029,3/16/2018
2051,Toronto Raptors,43,91,47.3,10,30,33.3,26,31,83.9,12,33,45,26,5,8,13,21,122,7,1,1029,3/16/2018
2052,LA Clippers,42,86,48.8,11,26,42.3,18,23,78.3,16,32,48,21,10,3,21,18,113,-8,0,1030,3/16/2018
2053,Oklahoma City Thunder,46,94,48.9,11,32,34.4,18,22,81.8,17,29,46,30,17,10,14,20,121,8,1,1030,3/16/2018
2054,Sacramento Kings,36,83,43.4,14,31,45.2,12,17,70.6,11,36,47,25,7,4,13,16,98,5,0,1031,3/16/2018
2055,Golden State Warriors,34,81,42,12,26,46.2,13,18,72.2,9,31,40,21,10,5,11,21,93,-5,1,1031,3/16/2018
2056,Miami Heat,36,94,38.3,10,36,27.8,10,14,71.4,12,31,43,23,14,6,11,18,92,1,0,1032,3/16/2018
2057,Los Angeles Lakers,32,76,42.1,9,19,47.4,18,22,81.8,7,42,49,22,5,4,20,17,91,-1,1,1032,3/16/2018
2058,Atlanta Hawks,39,85,45.9,12,36,33.3,27,28,96.4,8,36,44,23,7,4,19,25,117,-5,0,1033,3/17/2018
2059,Milwaukee Bucks,41,86,47.7,11,25,44,29,32,90.6,9,35,44,31,12,8,12,24,122,5,1,1033,3/17/2018
2060,Indiana Pacers,39,86,45.3,12,24,50,12,15,80,10,28,38,24,6,4,15,18,102,-7,0,1034,3/17/2018
2061,Washington Wizards,40,74,54.1,10,20,50,19,23,82.6,6,32,38,29,9,2,14,17,109,7,1,1034,3/17/2018
2062,Houston Rockets,39,93,41.9,15,41,36.6,14,18,77.8,13,33,46,19,8,7,7,19,107,6,0,1035,3/17/2018
2063,New Orleans Pelicans,41,83,49.4,8,24,33.3,11,12,91.7,6,34,40,18,4,8,12,19,101,-6,1,1035,3/17/2018
2064,Dallas Mavericks,41,92,44.6,12,22,54.5,12,14,85.7,13,32,45,25,5,3,10,21,106,-8,0,1036,3/17/2018
2065,Brooklyn Nets,43,84,51.2,14,36,38.9,14,19,73.7,10,33,43,25,4,6,10,14,114,8,1,1036,3/17/2018
2066,Charlotte Hornets,33,90,36.7,9,33,27.3,26,32,81.3,13,37,50,11,7,5,10,13,101,-23,0,1037,3/17/2018
2067,New York Knicks,49,100,49,12,26,46.2,14,18,77.8,12,44,56,24,7,5,8,22,124,23,1,1037,3/17/2018
2068,Cleveland Cavaliers,44,87,50.6,13,37,35.1,13,20,65,11,33,44,25,4,5,13,14,114,5,0,1038,3/17/2018
2069,Chicago Bulls,41,91,45.1,16,34,47.1,11,15,73.3,11,34,45,30,4,3,12,21,109,-5,1,1038,3/17/2018
2070,Denver Nuggets,32,87,36.8,9,33,27.3,21,29,72.4,18,31,49,17,10,5,7,25,94,-7,0,1039,3/17/2018
2071,Memphis Grizzlies,33,81,40.7,13,32,40.6,22,28,78.6,14,33,47,21,5,9,11,20,101,7,1,1039,3/17/2018
2072,Minnesota Timberwolves,39,81,48.1,7,12,58.3,16,20,80,10,24,34,22,3,2,16,16,101,-16,0,1040,3/17/2018
2073,San Antonio Spurs,49,96,51,6,26,23.1,13,14,92.9,14,27,41,32,11,8,5,17,117,16,1,1040,3/17/2018
2074,Sacramento Kings,37,86,43,14,21,66.7,9,14,64.3,3,30,33,23,11,5,13,30,97,-6,0,1041,3/17/2018
2075,Utah Jazz,33,74,44.6,6,24,25,31,38,81.6,8,40,48,21,8,8,15,13,103,6,1,1041,3/17/2018
2076,Golden State Warriors,50,95,52.6,13,31,41.9,11,14,78.6,9,34,43,29,8,9,12,21,124,15,0,1042,3/17/2018
2077,Phoenix Suns,39,82,47.6,11,24,45.8,20,29,69,9,33,42,22,8,5,19,19,109,-15,1,1042,3/17/2018
2078,Detroit Pistons,31,80,38.8,10,25,40,15,20,75,8,35,43,17,6,2,12,16,87,-13,0,1043,3/17/2018
2079,Portland Trail Blazers,38,87,43.7,8,31,25.8,16,18,88.9,9,40,49,23,8,8,11,17,100,13,1,1043,3/17/2018
2080,Oklahoma City Thunder,49,88,55.7,10,21,47.6,24,34,70.6,14,25,39,27,11,2,17,24,132,7,0,1044,3/18/2018
2081,Toronto Raptors,46,81,56.8,15,30,50,18,23,78.3,8,23,31,31,5,1,19,25,125,-7,1,1044,3/18/2018
2082,Boston Celtics,35,87,40.2,9,26,34.6,10,20,50,9,35,44,17,8,3,12,21,89,-19,0,1045,3/18/2018
2083,New Orleans Pelicans,41,82,50,6,18,33.3,20,25,80,5,39,44,33,9,5,10,13,108,19,1,1045,3/18/2018
2084,Houston Rockets,43,78,55.1,16,35,45.7,27,36,75,8,25,33,28,7,8,11,26,129,9,0,1046,3/18/2018
2085,Minnesota Timberwolves,45,86,52.3,10,20,50,20,26,76.9,14,27,41,24,7,1,12,26,120,-9,1,1046,3/18/2018
2086,Portland Trail Blazers,46,92,50,14,29,48.3,16,20,80,8,39,47,24,7,6,13,22,122,13,0,1047,3/18/2018
2087,LA Clippers,40,89,44.9,9,23,39.1,20,27,74.1,8,30,38,21,8,3,8,17,109,-13,1,1047,3/18/2018
2088,Milwaukee Bucks,45,88,51.1,8,31,25.8,19,20,95,8,24,32,26,11,7,15,23,117,-7,0,1048,3/19/2018
2089,Cleveland Cavaliers,43,87,49.4,15,38,39.5,23,27,85.2,12,30,42,24,4,6,13,17,124,7,1,1048,3/19/2018
2090,Los Angeles Lakers,38,86,44.2,8,33,24.2,16,23,69.6,14,33,47,20,4,3,13,18,100,-10,0,1049,3/19/2018
2091,Indiana Pacers,43,87,49.4,6,21,28.6,18,19,94.7,9,35,44,24,9,8,6,16,110,10,1,1049,3/19/2018
2092,Charlotte Hornets,32,84,38.1,6,22,27.3,24,30,80,6,33,39,16,8,4,9,12,94,-14,0,1050,3/19/2018
2093,Philadelphia 76ers,42,93,45.2,18,44,40.9,6,8,75,17,43,60,30,5,6,15,22,108,14,1,1050,3/19/2018
2094,Memphis Grizzlies,46,88,52.3,10,23,43.5,13,20,65,11,31,42,21,11,3,16,33,115,-3,0,1051,3/19/2018
2095,Brooklyn Nets,36,72,50,16,40,40,30,40,75,9,32,41,27,5,9,22,22,118,3,1,1051,3/19/2018
2096,Denver Nuggets,46,100,46,18,38,47.4,31,37,83.8,11,35,46,23,10,5,13,25,141,-8,0,1052,3/19/2018
2097,Miami Heat,56,102,54.9,20,36,55.6,17,27,63,7,39,46,36,5,11,11,26,149,8,1,1052,3/19/2018
2098,Chicago Bulls,33,92,35.9,3,30,10,23,31,74.2,14,34,48,21,9,7,11,15,92,-18,0,1053,3/19/2018
2099,New York Knicks,43,96,44.8,11,35,31.4,13,17,76.5,15,46,61,28,6,7,16,24,110,18,1,1053,3/19/2018
2100,Golden State Warriors,30,74,40.5,3,19,15.8,12,16,75,2,34,36,17,7,9,15,24,75,-14,0,1054,3/19/2018
2101,San Antonio Spurs,33,82,40.2,8,23,34.8,15,21,71.4,11,37,48,21,6,5,14,20,89,14,1,1054,3/19/2018
2102,Detroit Pistons,37,79,46.8,14,29,48.3,18,22,81.8,6,38,44,17,6,5,9,11,106,16,0,1055,3/19/2018
2103,Sacramento Kings,40,88,45.5,6,23,26.1,4,9,44.4,8,31,39,23,7,3,13,21,90,-16,1,1055,3/19/2018
2104,Toronto Raptors,35,77,45.5,14,36,38.9,9,17,52.9,6,39,45,19,7,8,17,10,93,7,0,1056,3/20/2018
2105,Orlando Magic,37,90,41.1,9,25,36,3,5,60,10,35,45,22,13,7,12,16,86,-7,1,1056,3/20/2018
2106,Oklahoma City Thunder,35,85,41.2,10,27,37,19,29,65.5,8,36,44,19,6,6,13,20,99,-1,0,1057,3/20/2018
2107,Boston Celtics,36,87,41.4,13,36,36.1,15,16,93.8,11,41,52,22,6,5,17,24,100,1,1,1057,3/20/2018
2108,LA Clippers,40,93,43,8,24,33.3,21,26,80.8,11,30,41,21,4,5,10,22,109,-14,0,1058,3/20/2018
2109,Minnesota Timberwolves,45,86,52.3,10,25,40,23,24,95.8,6,34,40,23,5,6,11,21,123,14,1,1058,3/20/2018
2110,Dallas Mavericks,43,90,47.8,10,35,28.6,9,11,81.8,9,31,40,25,4,2,8,14,105,-10,0,1059,3/20/2018
2111,New Orleans Pelicans,48,91,52.7,10,25,40,9,15,60,9,37,46,33,5,2,9,11,115,10,1,1059,3/20/2018
2112,Atlanta Hawks,38,94,40.4,9,33,27.3,14,19,73.7,11,41,52,21,7,3,13,23,99,5,0,1060,3/20/2018
2113,Utah Jazz,33,89,37.1,6,34,17.6,22,25,88,12,39,51,16,8,8,16,22,94,-5,1,1060,3/20/2018
2114,Detroit Pistons,43,97,44.3,15,36,41.7,14,16,87.5,12,38,50,22,12,14,8,16,115,27,0,1061,3/20/2018
2115,Phoenix Suns,34,90,37.8,7,34,20.6,13,20,65,12,37,49,22,1,8,19,16,88,-27,1,1061,3/20/2018
2116,Houston Rockets,38,79,48.1,19,36,52.8,20,29,69,7,31,38,18,3,4,9,23,115,4,0,1062,3/20/2018
2117,Portland Trail Blazers,40,81,49.4,11,28,39.3,20,27,74.1,10,34,44,20,6,7,8,18,111,-4,1,1062,3/20/2018
2118,Toronto Raptors,47,88,53.4,15,34,44.1,20,23,87,10,23,33,32,4,5,6,23,129,-3,0,1063,3/21/2018
2119,Cleveland Cavaliers,47,78,60.3,15,24,62.5,23,28,82.1,4,29,33,28,3,4,9,18,132,3,1,1063,3/21/2018
2120,Memphis Grizzlies,40,99,40.4,9,27,33.3,16,20,80,15,32,47,25,6,2,13,20,105,-14,0,1064,3/21/2018
2121,Philadelphia 76ers,46,84,54.8,11,31,35.5,16,20,80,4,34,38,32,8,4,14,21,119,14,1,1064,3/21/2018
2122,Charlotte Hornets,36,94,38.3,3,16,18.8,36,47,76.6,23,45,68,18,3,2,13,16,111,6,0,1065,3/21/2018
2123,Brooklyn Nets,39,93,41.9,13,37,35.1,14,21,66.7,10,36,46,22,6,11,12,36,105,-6,1,1065,3/21/2018
2124,New York Knicks,39,89,43.8,10,31,32.3,10,12,83.3,13,27,40,21,6,1,14,16,98,-21,0,1066,3/21/2018
2125,Miami Heat,45,81,55.6,15,34,44.1,14,19,73.7,5,27,32,31,9,2,7,17,119,21,1,1066,3/21/2018
2126,Indiana Pacers,34,93,36.6,7,22,31.8,17,18,94.4,15,33,48,15,13,5,14,21,92,-4,0,1067,3/21/2018
2127,New Orleans Pelicans,34,79,43,8,23,34.8,20,24,83.3,10,40,50,15,4,11,18,19,96,4,1,1067,3/21/2018
2128,Denver Nuggets,51,83,61.4,20,35,57.1,13,16,81.3,8,37,45,34,9,6,17,13,135,33,0,1068,3/21/2018
2129,Chicago Bulls,39,89,43.8,13,38,34.2,11,14,78.6,9,25,34,29,12,4,15,22,102,-33,1,1068,3/21/2018
2130,LA Clippers,45,86,52.3,15,30,50,22,29,75.9,16,31,47,26,12,3,19,16,127,7,0,1069,3/21/2018
2131,Milwaukee Bucks,50,91,54.9,8,26,30.8,12,17,70.6,8,25,33,33,10,5,14,20,120,-7,1,1069,3/21/2018
2132,Washington Wizards,35,83,42.2,8,25,32,12,16,75,9,26,35,27,11,4,12,16,90,-8,0,1070,3/21/2018
2133,San Antonio Spurs,39,79,49.4,7,23,30.4,13,18,72.2,12,30,42,21,7,10,15,17,98,8,1,1070,3/21/2018
2134,Memphis Grizzlies,30,78,38.5,4,18,22.2,15,21,71.4,9,29,38,13,4,7,19,24,79,-61,0,1071,3/22/2018
2135,Charlotte Hornets,49,92,53.3,19,40,47.5,23,27,85.2,11,42,53,25,10,4,8,17,140,61,1,1071,3/22/2018
2136,Philadelphia 76ers,42,89,47.2,15,37,40.5,19,24,79.2,11,45,56,30,7,5,16,15,118,20,0,1072,3/22/2018
2137,Orlando Magic,37,91,40.7,10,33,30.3,14,22,63.6,7,33,40,26,10,3,10,19,98,-20,1,1072,3/22/2018
2138,Detroit Pistons,40,95,42.1,6,38,15.8,10,19,52.6,16,50,66,22,9,5,15,17,96,-4,0,1073,3/22/2018
2139,Houston Rockets,35,99,35.4,12,51,23.5,18,28,64.3,12,40,52,19,9,3,12,19,100,4,1,1073,3/22/2018
2140,Los Angeles Lakers,43,87,49.4,17,39,43.6,22,28,78.6,7,33,40,19,4,3,16,20,125,-3,0,1074,3/22/2018
2141,New Orleans Pelicans,52,95,54.7,6,24,25,18,22,81.8,8,34,42,28,13,4,9,19,128,3,1,1074,3/22/2018
2142,Utah Jazz,46,87,52.9,12,29,41.4,15,16,93.8,8,31,39,32,11,6,11,19,119,7,0,1075,3/22/2018
2143,Dallas Mavericks,42,85,49.4,17,32,53.1,11,14,78.6,8,27,35,22,5,7,14,16,112,-7,1,1075,3/22/2018
2144,Atlanta Hawks,33,84,39.3,12,36,33.3,12,18,66.7,6,34,40,19,7,2,12,10,90,-15,0,1076,3/22/2018
2145,Sacramento Kings,43,93,46.2,10,21,47.6,9,9,100,12,39,51,28,8,9,13,18,105,15,1,1076,3/22/2018
2146,LA Clippers,42,76,55.3,10,26,38.5,10,14,71.4,5,27,32,24,4,3,14,20,104,-5,0,1077,3/23/2018
2147,Indiana Pacers,43,93,46.2,11,31,35.5,12,14,85.7,14,28,42,25,6,2,9,16,109,5,1,1077,3/23/2018
2148,Denver Nuggets,37,85,43.5,17,34,50,17,18,94.4,7,31,38,25,5,10,10,16,108,8,0,1078,3/23/2018
2149,Washington Wizards,38,80,47.5,14,28,50,10,14,71.4,8,38,46,28,3,2,17,21,100,-8,1,1078,3/23/2018
2150,Phoenix Suns,38,87,43.7,7,28,25,12,20,60,7,29,36,24,9,4,17,23,95,-25,0,1079,3/23/2018
2151,Cleveland Cavaliers,47,95,49.5,8,29,27.6,18,24,75,15,39,54,23,9,4,14,14,120,25,1,1079,3/23/2018
2152,Minnesota Timberwolves,35,75,46.7,10,26,38.5,28,32,87.5,6,39,45,23,6,6,14,15,108,4,0,1080,3/23/2018
2153,New York Knicks,40,92,43.5,12,28,42.9,12,17,70.6,10,32,42,25,9,0,10,27,104,-4,1,1080,3/23/2018
2154,Brooklyn Nets,41,84,48.8,11,27,40.7,19,31,61.3,5,35,40,21,5,9,9,23,112,-4,0,1081,3/23/2018
2155,Toronto Raptors,41,86,47.7,14,28,50,20,29,69,5,38,43,26,5,7,10,24,116,4,1,1081,3/23/2018
2156,Milwaukee Bucks,43,87,49.4,15,30,50,17,19,89.5,7,29,36,27,8,7,5,20,118,13,0,1082,3/23/2018
2157,Chicago Bulls,36,87,41.4,12,26,46.2,21,23,91.3,17,34,51,21,3,2,14,21,105,-13,1,1082,3/23/2018
2158,Miami Heat,34,87,39.1,13,30,43.3,18,20,90,8,33,41,22,4,1,10,25,99,-6,0,1083,3/23/2018
2159,Oklahoma City Thunder,36,84,42.9,8,26,30.8,25,33,75.8,12,39,51,17,7,1,11,23,105,6,1,1083,3/23/2018
2160,Utah Jazz,43,88,48.9,11,28,39.3,23,29,79.3,5,29,34,24,10,3,15,23,120,-4,0,1084,3/23/2018
2161,San Antonio Spurs,47,92,51.1,7,17,41.2,23,27,85.2,11,38,49,21,9,7,13,25,124,4,1,1084,3/23/2018
2162,Boston Celtics,35,77,45.5,11,18,61.1,24,26,92.3,9,36,45,22,5,4,13,18,105,5,0,1085,3/23/2018
2163,Portland Trail Blazers,40,91,44,8,33,24.2,12,15,80,11,32,43,16,8,5,8,20,100,-5,1,1085,3/23/2018
2164,Atlanta Hawks,37,84,44,11,32,34.4,9,20,45,5,39,44,24,5,5,11,14,94,-12,0,1086,3/23/2018
2165,Golden State Warriors,42,93,45.2,12,30,40,10,11,90.9,10,36,46,28,8,6,7,17,106,12,1,1086,3/23/2018
2166,Minnesota Timberwolves,37,96,38.5,6,23,26.1,28,38,73.7,13,40,53,19,7,3,14,27,108,-12,0,1087,3/24/2018
2167,Philadelphia 76ers,42,88,47.7,13,37,35.1,23,36,63.9,7,44,51,33,9,10,15,29,120,12,1,1087,3/24/2018
2168,Chicago Bulls,39,97,40.2,11,35,31.4,6,9,66.7,14,30,44,27,10,1,12,20,95,-22,0,1088,3/24/2018
2169,Detroit Pistons,43,87,49.4,16,42,38.1,15,18,83.3,12,37,49,33,6,7,13,11,117,22,1,1088,3/24/2018
2170,Phoenix Suns,36,89,40.4,7,29,24.1,20,26,76.9,10,31,41,21,14,2,14,22,99,-6,0,1089,3/24/2018
2171,Orlando Magic,37,84,44,11,30,36.7,20,27,74.1,14,40,54,29,9,8,19,18,105,6,1,1089,3/24/2018
2172,New Orleans Pelicans,38,96,39.6,6,21,28.6,9,12,75,12,34,46,19,10,6,16,14,91,-23,0,1090,3/24/2018
2173,Houston Rockets,45,93,48.4,18,47,38.3,6,8,75,5,43,48,22,10,8,19,17,114,23,1,1090,3/24/2018
2174,Los Angeles Lakers,35,86,40.7,13,38,34.2,17,25,68,11,33,44,19,7,2,11,20,100,7,0,1091,3/24/2018
2175,Memphis Grizzlies,35,84,41.7,5,29,17.2,18,22,81.8,11,32,43,20,7,6,10,21,93,-7,1,1091,3/24/2018
2176,Charlotte Hornets,35,92,38,12,25,48,20,29,69,13,49,62,21,10,4,13,14,102,4,0,1092,3/24/2018
2177,Dallas Mavericks,36,91,39.6,12,41,29.3,14,19,73.7,5,47,52,22,10,6,12,22,98,-4,1,1092,3/24/2018
2178,Cleveland Cavaliers,44,87,50.6,12,28,42.9,21,26,80.8,11,38,49,25,5,2,11,21,121,7,0,1093,3/25/2018
2179,Brooklyn Nets,38,83,45.8,17,37,45.9,21,26,80.8,7,31,38,27,7,3,9,23,114,-7,1,1093,3/25/2018
2180,San Antonio Spurs,41,92,44.6,4,17,23.5,17,21,81,20,33,53,16,4,2,12,17,103,-3,0,1094,3/25/2018
2181,Milwaukee Bucks,42,86,48.8,9,27,33.3,13,18,72.2,9,28,37,27,6,6,10,18,106,3,1,1094,3/25/2018
2182,Miami Heat,41,86,47.7,14,35,40,11,14,78.6,7,32,39,32,10,3,17,20,107,-6,0,1095,3/25/2018
2183,Indiana Pacers,44,90,48.9,8,23,34.8,17,21,81,10,41,51,26,12,7,17,17,113,6,1,1095,3/25/2018
